No. Doc,Código,Detalle,Costo,Venta,Utilidad
21824,10561,bisagra dorada par 3*3pulg,9.000,12.000,3.000
22570,10561,bisagra dorada par 3*3pulg,1.500,2.000,500
22570,10561,bisagra dorada par 3*3pulg,3.000,4.000,1.000
24080,10561,bisagra dorada par 3*3pulg,18.000,24.000,6.000
23302,10561,bisagra dorada par 3*3pulg,9.000,12.000,3.000
30303,10561,bisagra dorada par 3*3pulg,3.350,4.000,650
28162,10561,bisagra dorada par 3*3pulg,3.350,4.000,650
27980,10561,bisagra dorada par 3*3pulg,10.050,11.400,1.350
30863,10561,bisagra dorada par 3*3pulg,1.675,2.000,325
30863,10561,bisagra dorada par 3*3pulg,3.350,4.000,650
20057,10561,bisagra dorada par 3*3pulg,3.000,4.000,1.000
19607,10561,bisagra dorada par 3*3pulg,1.500,2.000,500
19667,10561,bisagra dorada par 3*3pulg,6.000,8.000,2.000
19849,10561,bisagra dorada par 3*3pulg,9.000,6.000,-3.000
19922,10561,bisagra dorada par 3*3pulg,4.500,6.000,1.500
19607,10561,bisagra dorada par 3*3pulg,3.000,4.000,1.000
26509,10561,bisagra dorada par 3*3pulg,5.025,6.000,975
25017,10561,bisagra dorada par 3*3pulg,50.250,60.000,9.750
27584,10561,bisagra dorada par 3*3pulg,40.200,45.600,5.400
25746,10561,bisagra dorada par 3*3pulg,3.350,4.000,650
25746,10561,bisagra dorada par 3*3pulg,1.675,2.000,325
23372,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
23369,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
22141,10562,codo sanitario campana espigo 2 pulg dilmar,2.800,4.800,2.000
21868,10562,codo sanitario campana espigo 2 pulg dilmar,1.400,2.400,1.000
24786,10562,codo sanitario campana espigo 2 pulg dilmar,4.912,7.200,2.288
24573,10562,codo sanitario campana espigo 2 pulg dilmar,4.912,7.200,2.288
24843,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
24291,10562,codo sanitario campana espigo 2 pulg dilmar,4.912,7.200,2.288
24207,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
23960,10562,codo sanitario campana espigo 2 pulg dilmar,6.550,9.600,3.050
23975,10562,codo sanitario campana espigo 2 pulg dilmar,4.912,7.200,2.288
22148,10562,codo sanitario campana espigo 2 pulg dilmar,1.400,2.400,1.000
22545,10562,codo sanitario campana espigo 2 pulg dilmar,6.550,9.600,3.050
22167,10562,codo sanitario campana espigo 2 pulg dilmar,1.400,2.400,1.000
22419,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
22375,10562,codo sanitario campana espigo 2 pulg dilmar,9.825,14.400,4.575
22444,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.800,1.525
22589,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.800,1.525
31037,10562,codo sanitario campana espigo 2 pulg dilmar,1.572,2.400,828
31037,10562,codo sanitario campana espigo 2 pulg dilmar,6.288,9.600,3.312
30829,10562,codo sanitario campana espigo 2 pulg dilmar,7.860,12.000,4.140
31005,10562,codo sanitario campana espigo 2 pulg dilmar,6.288,9.600,3.312
30868,10562,codo sanitario campana espigo 2 pulg dilmar,3.144,4.800,1.656
30868,10562,codo sanitario campana espigo 2 pulg dilmar,7.860,12.000,4.140
30941,10562,codo sanitario campana espigo 2 pulg dilmar,3.144,4.800,1.656
28021,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.800,1.525
28166,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.800,1.525
28229,10562,codo sanitario campana espigo 2 pulg dilmar,6.550,9.600,3.050
27904,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
28477,10562,codo sanitario campana espigo 2 pulg dilmar,15.720,24.000,8.280
28777,10562,codo sanitario campana espigo 2 pulg dilmar,1.572,2.400,828
30350,10562,codo sanitario campana espigo 2 pulg dilmar,1.572,2.400,828
29001,10562,codo sanitario campana espigo 2 pulg dilmar,1.572,2.400,828
29001,10562,codo sanitario campana espigo 2 pulg dilmar,3.144,4.800,1.656
29846,10562,codo sanitario campana espigo 2 pulg dilmar,1.572,2.400,828
30117,10562,codo sanitario campana espigo 2 pulg dilmar,3.144,4.800,1.656
29893,10562,codo sanitario campana espigo 2 pulg dilmar,4.716,7.200,2.484
21351,10562,codo sanitario campana espigo 2 pulg dilmar,5.600,9.600,4.000
21574,10562,codo sanitario campana espigo 2 pulg dilmar,5.600,9.600,4.000
21577,10562,codo sanitario campana espigo 2 pulg dilmar,2.800,4.800,2.000
20831,10562,codo sanitario campana espigo 2 pulg dilmar,1.400,2.400,1.000
20359,10562,codo sanitario campana espigo 2 pulg dilmar,1.400,2.400,1.000
25946,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
25828,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.800,1.525
25924,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.400,1.125
26047,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
26579,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.500,863
26435,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.800,1.525
27195,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
25379,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.800,1.525
25502,10562,codo sanitario campana espigo 2 pulg dilmar,9.825,13.800,3.975
25322,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
25486,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.800,1.525
25707,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
25362,10562,codo sanitario campana espigo 2 pulg dilmar,11.462,16.800,5.338
27512,10562,codo sanitario campana espigo 2 pulg dilmar,9.825,14.400,4.575
27512,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.800,1.525
26688,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
26932,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.800,1.525
24847,10562,codo sanitario campana espigo 2 pulg dilmar,13.100,19.200,6.100
25282,10562,codo sanitario campana espigo 2 pulg dilmar,8.187,12.000,3.813
25216,10562,codo sanitario campana espigo 2 pulg dilmar,6.550,9.600,3.050
25104,10562,codo sanitario campana espigo 2 pulg dilmar,3.275,4.800,1.525
24875,10562,codo sanitario campana espigo 2 pulg dilmar,4.912,7.200,2.288
25058,10562,codo sanitario campana espigo 2 pulg dilmar,1.637,2.400,763
25100,10564,perchero aluminio bocherin yw031,23.600,29.000,5.400
24871,10564,perchero aluminio bocherin yw031,23.600,29.000,5.400
21971,10565,lija omega-abracol #400,900,1.400,500
20170,10565,lija omega-abracol #400,1.800,2.800,1.000
20556,10565,lija omega-abracol #400,2.700,4.200,1.500
19376,10565,lija omega-abracol #400,900,1.400,500
20815,10566,vinilo tipo 2 fino 1/2 cuñete pintuland blanco,84.966,99.000,14.034
30035,10566,vinilo tipo 2 fino 1/2 cuñete pintuland blanco,90.083,105.000,14.917
23179,10566,vinilo tipo 2 fino 1/2 cuñete pintuland blanco,90.083,99.000,8.917
23319,10566,vinilo tipo 2 fino 1/2 cuñete pintuland blanco,90.083,99.000,8.917
25156,10566,vinilo tipo 2 fino 1/2 cuñete pintuland blanco,90.083,100.000,9.917
27161,10566,vinilo tipo 2 fino 1/2 cuñete pintuland blanco,90.083,107.000,16.917
26962,10566,vinilo tipo 2 fino 1/2 cuñete pintuland blanco,90.083,100.000,9.917
23328,10567,portacandado brickell 2pulg,1.650,2.300,650
26998,10568,sifon lavaplatos rioplas en v gris,4.650,7.000,2.350
26633,10568,sifon lavaplatos rioplas en v gris,4.650,7.000,2.350
26863,10568,sifon lavaplatos rioplas en v gris,4.650,7.000,2.350
26063,10568,sifon lavaplatos rioplas en v gris,4.650,7.000,2.350
29884,10568,sifon lavaplatos rioplas en p gris,2.871,7.500,4.629
21083,10569,terminal coaxial roscado ud,1.920,3.000,1.080
20342,10569,terminal coaxial roscado ud,960,1.500,540
20029,10569,terminal coaxial roscado ud,1.920,3.000,1.080
19888,10569,terminal coaxial roscado ud,640,1.000,360
26204,10569,terminal coaxial roscado ud,640,1.000,360
25541,10569,terminal coaxial roscado ud,640,1.600,960
31024,10569,terminal coaxial roscado ud,640,1.000,360
30696,10569,terminal coaxial roscado ud,640,1.000,360
30939,10569,terminal coaxial roscado ud,640,1.000,360
27974,10569,terminal coaxial roscado ud,640,1.000,360
23032,10569,terminal coaxial roscado ud,960,1.500,540
23894,10569,terminal coaxial roscado ud,640,1.000,360
23874,10569,terminal coaxial roscado ud,1.280,2.000,720
23895,10569,terminal coaxial roscado ud,3.200,5.000,1.800
22820,10569,terminal coaxial roscado ud,1.280,2.000,720
24773,10569,terminal coaxial roscado ud,320,500,180
24255,10569,terminal coaxial roscado ud,640,1.000,360
24087,10569,terminal coaxial roscado ud,7.680,12.000,4.320
24311,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
24222,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
24286,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
24203,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
23493,1057,rodillo superior verde 9 pul,3.500,4.500,1.000
23229,1057,rodillo superior verde 9 pul,3.500,4.500,1.000
23319,1057,rodillo superior verde 9 pul,7.000,9.000,2.000
23362,1057,rodillo superior verde 9 pul,7.000,9.000,2.000
22923,1057,rodillo superior verde 9 pul,3.500,4.500,1.000
22780,1057,rodillo superior verde 9 pul,3.500,4.500,1.000
25323,1057,rodillo superior verde 9 pul,7.400,10.000,2.600
25671,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
25352,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
25532,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
26152,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
25940,1057,rodillo superior verde 9 pul,7.400,10.000,2.600
25785,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
25156,1057,rodillo superior verde 9 pul,11.100,15.000,3.900
25179,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
26895,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
26683,1057,rodillo superior verde 9 pul,7.400,10.000,2.600
26804,1057,rodillo superior verde 9 pul,7.400,10.000,2.600
26696,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
26790,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
26895,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
26291,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
26261,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
26187,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
27308,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
27743,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
27577,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
27739,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
20589,1057,rodillo superior verde 9 pul,3.500,4.500,1.000
20830,1057,rodillo superior verde 9 pul,3.500,4.500,1.000
21420,1057,rodillo superior verde 9 pul,3.500,4.500,1.000
19529,1057,rodillo superior verde 9 pul,3.500,4.500,1.000
19383,1057,rodillo superior verde 9 pul,7.000,9.000,2.000
20040,1057,rodillo superior verde 9 pul,7.000,9.000,2.000
19990,1057,rodillo superior verde 9 pul,3.500,4.500,1.000
21217,1057,rodillo superior verde 9 pul,3.500,4.500,1.000
20893,1057,rodillo superior verde 9 pul,7.000,9.000,2.000
27891,1057,rodillo superior verde 9 pul,7.400,10.000,2.600
30772,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
28559,1057,rodillo superior verde 9 pul,7.400,10.000,2.600
28482,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
28633,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
29565,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
29490,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
29669,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
30088,1057,rodillo superior verde 9 pul,7.400,10.000,2.600
29101,1057,rodillo superior verde 9 pul,7.400,10.000,2.600
29060,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
30246,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
30494,1057,rodillo superior verde 9 pul,3.700,5.000,1.300
30510,1057,rodillo superior verde 9 pul,7.400,10.000,2.600
22943,10571,alambre galvanizado calibre 12 2.75mm 25kg,15.256,19.000,3.744
23422,10571,alambre galvanizado calibre 12 2.75mm 25kg,30.511,38.000,7.489
23433,10571,alambre galvanizado calibre 12 2.75mm 25kg,15.256,19.000,3.744
22277,10571,alambre galvanizado calibre 12 2.75mm 25kg,7.628,9.500,1.872
22534,10571,alambre galvanizado calibre 12 2.75mm 25kg,7.628,9.500,1.872
24547,10571,alambre galvanizado calibre 12 2.75mm 25kg,14.782,19.000,4.218
25675,10571,alambre galvanizado calibre 12 2.75mm 25kg,3.696,5.000,1.304
25314,10571,alambre galvanizado calibre 12 2.75mm 25kg,7.391,9.500,2.109
25920,10571,alambre galvanizado calibre 12 2.75mm 25kg,7.391,9.500,2.109
25952,10571,alambre galvanizado calibre 12 2.75mm 25kg,7.391,9.500,2.109
25922,10571,alambre galvanizado calibre 12 2.75mm 25kg,44.347,55.800,11.453
26034,10571,alambre galvanizado calibre 12 2.75mm 25kg,66.520,83.700,17.180
26722,10571,alambre galvanizado calibre 12 2.75mm 25kg,7.391,9.500,2.109
21274,10571,alambre galvanizado calibre 12 2.75mm 25kg,45.767,57.000,11.233
29475,10571,alambre galvanizado calibre 12 2.75mm 25kg,7.559,9.500,1.941
29475,10571,alambre galvanizado calibre 12 2.75mm 25kg,7.559,9.500,1.941
28078,10571,alambre galvanizado calibre 12 2.75mm 25kg,13.304,17.100,3.796
27996,10571,alambre galvanizado calibre 12 2.75mm 25kg,7.391,9.500,2.109
28793,10571,alambre galvanizado calibre 12 2.75mm 25kg,75.589,90.000,14.411
30114,10571,alambre galvanizado calibre 12 2.75mm 25kg,7.559,9.500,1.941
29457,10572,rejilla ventilacion silplas-eco 15*15,5.760,9.000,3.240
28185,10572,rejilla ventilacion silplas-eco 15*15,5.760,8.400,2.640
28034,10572,rejilla ventilacion silplas-eco 15*15,5.760,9.000,3.240
22105,10572,rejilla ventilacion silplas-eco 15*15,23.040,33.600,10.560
21755,10572,rejilla ventilacion silplas-eco 15*15,2.880,4.500,1.620
19528,10573,clavo acero liso 1pulg,6.401,7.500,1.099
19499,10573,clavo acero liso 1pulg,6.401,7.500,1.099
20706,10573,clavo acero liso 1pulg,6.401,7.500,1.099
20215,10573,clavo acero liso 1pulg,6.401,7.500,1.099
30794,10573,clavo acero liso 1pulg,6.722,7.800,1.078
26887,10573,clavo acero liso 1pulg,6.401,7.000,599
24972,10573,clavo acero liso 1pulg,6.401,7.500,1.099
25264,10573,clavo acero liso 1pulg,6.401,7.500,1.099
25145,10573,clavo acero liso 1pulg,6.401,7.500,1.099
27798,10573,clavo acero liso 1pulg,6.401,7.800,1.399
27207,10573,clavo acero liso 1pulg,6.401,7.500,1.099
26489,10573,clavo acero liso 1pulg,6.401,7.500,1.099
21987,10573,clavo acero liso 1pulg,6.401,7.300,899
24477,10573,clavo acero liso 1pulg,6.401,7.500,1.099
24509,10573,clavo acero liso 1pulg,6.401,7.500,1.099
30535,10574,clavo acero liso 1-1/2pulg,6.500,7.800,1.300
30467,10574,clavo acero liso 1-1/2pulg,6.500,7.800,1.300
28643,10574,clavo acero liso 1-1/2pulg,6.500,7.800,1.300
21553,10574,clavo acero liso 1-1/2pulg,6.379,7.500,1.121
21562,10574,clavo acero liso 1-1/2pulg,6.379,7.200,821
21223,10574,clavo acero liso 1-1/2pulg,6.379,7.500,1.121
22071,10574,clavo acero liso 1-1/2pulg,6.379,7.500,1.121
23194,10574,clavo acero liso 1-1/2pulg,6.379,7.500,1.121
26458,10574,clavo acero liso 1-1/2pulg,6.379,7.500,1.121
24972,10574,clavo acero liso 1-1/2pulg,6.379,7.500,1.121
26860,10574,clavo acero liso 1-1/2pulg,6.379,7.800,1.421
26711,10574,clavo acero liso 1-1/2pulg,6.379,7.500,1.121
27680,10574,clavo acero liso 1-1/2pulg,6.500,7.800,1.300
19463,10575,clavo acero liso 2pulg,6.415,7.500,1.085
20285,10575,clavo acero liso 2pulg,6.415,7.200,785
20760,10575,clavo acero liso 2pulg,6.415,7.500,1.085
28109,10575,clavo acero liso 2pulg,6.415,7.800,1.385
25039,10575,clavo acero liso 2pulg,12.830,15.000,2.170
24353,10575,clavo acero liso 2pulg,6.415,7.500,1.085
22784,10576,clavo acero estriado vertical 2 pulg,6.401,7.500,1.099
22110,10576,clavo acero estriado vertical 2 pulg,6.401,7.500,1.099
22040,10576,clavo acero estriado vertical 2 pulg,6.401,7.500,1.099
20837,10576,clavo acero estriado vertical 2 pulg,6.401,7.500,1.099
21205,10576,clavo acero estriado vertical 2 pulg,6.401,7.500,1.099
21326,10576,clavo acero estriado vertical 2 pulg,6.401,7.500,1.099
19562,10576,clavo acero estriado vertical 2 pulg,6.401,7.500,1.099
19982,10576,clavo acero estriado vertical 2 pulg,25.605,29.200,3.595
21695,10576,clavo acero estriado vertical 2 pulg,6.401,7.500,1.099
29816,10576,clavo acero estriado vertical 2 pulg,33.611,37.500,3.890
30039,10576,clavo acero estriado vertical 2 pulg,20.166,23.400,3.234
28907,10576,clavo acero estriado vertical 2 pulg,6.722,7.800,1.078
25463,10576,clavo acero estriado vertical 2 pulg,6.415,7.500,1.085
25845,10576,clavo acero estriado vertical 2 pulg,6.415,7.500,1.085
27386,10576,clavo acero estriado vertical 2 pulg,6.415,7.800,1.385
27621,10577,alambre puas 15*520mt motto,233.795,255.000,21.205
25072,10578,llave lavamanos antius gerfor cruzeta,16.509,20.000,3.491
21885,10578,llave lavamanos antius gerfor cruzeta,16.509,20.000,3.491
23035,10578,llave lavamanos antius gerfor cruzeta,16.509,20.000,3.491
29091,10578,llave lavamanos antius gerfor cruzeta,16.509,20.000,3.491
29977,10578,llave lavamanos antius gerfor cruzeta,16.509,20.000,3.491
28716,10579,clavo madera 3pulg 9 corzan 400gr,2.837,3.800,963
29224,10579,clavo madera 3pulg 9 corzan 400gr,17.019,20.400,3.381
27062,10579,clavo madera 3pulg 9 corzan 400gr,14.183,18.000,3.817
27246,10579,clavo madera 3pulg 9 corzan 400gr,8.510,10.800,2.290
23305,10579,clavo madera 3pulg 9 corzan 400gr,14.183,18.000,3.817
22071,10579,clavo madera 3pulg 9 corzan 400gr,2.837,3.400,563
22629,10579,clavo madera 3pulg 9 corzan 400gr,2.837,3.400,563
24566,10579,clavo madera 3pulg 9 corzan 400gr,8.510,10.800,2.290
24485,10579,clavo madera 3pulg 9 corzan 400gr,2.837,3.600,763
21529,10579,clavo madera 3pulg 9 corzan 400gr,2.837,3.400,563
21624,10579,clavo madera 3pulg 9 corzan 400gr,5.673,6.800,1.127
21148,10579,clavo madera 3pulg 9 corzan 400gr,8.510,9.600,1.090
21881,1058,rodillo superior naranja 9pulgadas,3.500,4.500,1.000
22338,1058,rodillo superior naranja 9pulgadas,7.000,9.000,2.000
25183,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
25239,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
26572,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
26576,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
26405,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
26627,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
26711,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
26630,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
29805,1058,rodillo superior naranja 9pulgadas,7.400,10.000,2.600
30078,1058,rodillo superior naranja 9pulgadas,7.400,10.000,2.600
29947,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
30379,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
30390,1058,rodillo superior naranja 9pulgadas,7.400,10.000,2.600
30268,1058,rodillo superior naranja 9pulgadas,7.400,10.000,2.600
30361,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
31048,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
30731,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
29390,1058,rodillo superior naranja 9pulgadas,3.700,5.000,1.300
29426,1058,rodillo superior naranja 9pulgadas,7.400,10.000,2.600
20659,1058,rodillo superior naranja 9pulgadas,3.500,4.500,1.000
20522,1058,rodillo superior naranja 9pulgadas,3.500,4.500,1.000
20418,10581,masilla automotriz pintuco poli 1500 850gr,17.533,21.000,3.467
20416,10581,masilla automotriz pintuco poli 1500 850gr,17.533,21.000,3.467
24917,10582,accesorios para baño rioplast * 6,35.112,40.000,4.888
25032,10582,accesorios para baño rioplast * 6,35.112,40.000,4.888
25935,10582,accesorios para baño rioplast * 6,35.112,40.000,4.888
25404,10582,accesorios para baño rioplast * 6,35.112,40.000,4.888
24334,10582,accesorios para baño rioplast * 6,35.112,40.000,4.888
21239,10584,caja plastica medidor acueducto,120.000,150.000,30.000
24179,10586,pega enchape sika *25kg,21.185,24.000,2.815
22450,10586,pega enchape sika *25kg,20.551,24.000,3.449
23869,10586,pega enchape sika *25kg,21.185,24.000,2.815
22768,10586,pega enchape sika *25kg,20.551,24.000,3.449
24800,10586,pega enchape sika *25kg,21.185,24.000,2.815
25585,10586,pega enchape sika *25kg,20.762,24.000,3.238
27782,10586,pega enchape sika *25kg,21.185,25.000,3.815
26254,10586,pega enchape sika *25kg,20.762,24.000,3.238
26165,10586,pega enchape sika *25kg,20.762,24.000,3.238
25109,10586,pega enchape sika *25kg,20.762,24.000,3.238
20297,10586,pega enchape sika *25kg,20.551,24.000,3.449
20132,10586,pega enchape sika *25kg,20.551,24.000,3.449
20412,10586,pega enchape sika *25kg,41.103,48.000,6.897
21667,10586,pega enchape sika *25kg,41.103,48.000,6.897
20836,10586,pega enchape sika *25kg,20.551,24.000,3.449
29412,10586,pega enchape sika *25kg,21.185,26.000,4.815
29499,10586,pega enchape sika *25kg,21.185,26.000,4.815
29615,10586,pega enchape sika *25kg,21.185,26.000,4.815
30136,10586,pega enchape sika *25kg,21.185,26.000,4.815
20596,10587,pega enchape sika *50kg,72.200,79.000,6.800
20737,10587,pega enchape sika *50kg,36.100,39.500,3.400
20744,10587,pega enchape sika *50kg,36.100,39.500,3.400
19828,10587,pega enchape sika *50kg,72.200,78.000,5.800
19450,10587,pega enchape sika *50kg,36.100,39.000,2.900
24846,10587,pega enchape sika *50kg,36.986,39.500,2.514
24715,10587,pega enchape sika *50kg,36.986,39.500,2.514
24422,10587,pega enchape sika *50kg,36.986,39.500,2.514
24785,10587,pega enchape sika *50kg,36.986,39.500,2.514
22438,10587,pega enchape sika *50kg,36.100,39.500,3.400
22372,10587,pega enchape sika *50kg,36.100,39.500,3.400
22422,10587,pega enchape sika *50kg,36.100,39.500,3.400
23326,10587,pega enchape sika *50kg,36.100,39.500,3.400
23392,10587,pega enchape sika *50kg,108.300,118.500,10.200
22914,10587,pega enchape sika *50kg,36.100,39.500,3.400
22999,10587,pega enchape sika *50kg,252.700,276.500,23.800
21764,10587,pega enchape sika *50kg,36.100,39.500,3.400
22141,10587,pega enchape sika *50kg,36.100,39.500,3.400
22120,10587,pega enchape sika *50kg,108.300,115.500,7.200
23683,10587,pega enchape sika *50kg,147.945,152.000,4.055
24946,10587,pega enchape sika *50kg,36.986,39.500,2.514
25231,10587,pega enchape sika *50kg,36.245,39.500,3.255
26748,10587,pega enchape sika *50kg,72.490,79.000,6.510
26541,10587,pega enchape sika *50kg,36.245,39.500,3.255
26581,10587,pega enchape sika *50kg,72.490,79.000,6.510
29821,10587,pega enchape sika *50kg,74.800,80.000,5.200
29063,10587,pega enchape sika *50kg,35.700,39.000,3.300
29082,10587,pega enchape sika *50kg,71.400,78.000,6.600
29131,10587,pega enchape sika *50kg,71.400,78.000,6.600
29499,10587,pega enchape sika *50kg,71.400,85.000,13.600
27932,10587,pega enchape sika *50kg,108.735,118.500,9.765
28143,10587,pega enchape sika *50kg,35.700,39.000,3.300
30464,10587,pega enchape sika *50kg,37.400,40.000,2.600
30742,10587,pega enchape sika *50kg,37.400,40.000,2.600
30801,10587,pega enchape sika *50kg,37.400,40.000,2.600
28432,10587,pega enchape sika *50kg,71.400,78.000,6.600
28661,10587,pega enchape sika *50kg,35.700,39.000,3.300
26525,10588,cautin tipo lapiz de 60w bocherini,8.200,11.000,2.800
25249,10588,cautin tipo lapiz de 60w bocherini,8.200,11.000,2.800
29808,10588,cautin tipo lapiz de 60w bocherini,8.200,11.000,2.800
23463,10589,chapa derecha inafer,31.458,34.000,2.542
22285,10589,chapa derecha inafer,59.909,74.000,14.091
24385,10589,chapa derecha inafer,61.928,68.000,6.072
24375,10589,chapa derecha inafer,30.964,36.000,5.036
19995,10589,chapa derecha inafer,29.955,37.000,7.045
21658,10589,chapa derecha inafer,29.955,37.000,7.045
19680,10589,chapa derecha inafer,29.955,37.000,7.045
27387,10589,chapa derecha inafer,30.964,37.000,6.036
27373,10589,chapa derecha inafer,30.964,37.000,6.036
27346,10589,chapa derecha inafer,30.964,36.000,5.036
30173,10589,chapa derecha inafer,30.963,37.000,6.037
27918,10589,chapa derecha inafer,30.964,37.000,6.036
28984,10589,chapa derecha inafer,30.963,37.000,6.037
29948,1059,brocha mona mango azul 2 pulg,1.700,2.500,800
30036,1059,brocha mona mango azul 2 pulg,1.700,2.800,1.100
27386,1059,brocha mona mango azul 2 pulg,5.400,8.400,3.000
27136,1059,brocha mona mango azul 2 pulg,1.800,2.800,1.000
26696,1059,brocha mona mango azul 2 pulg,3.600,5.600,2.000
26924,1059,brocha mona mango azul 2 pulg,1.800,2.800,1.000
27449,1059,brocha mona mango azul 2 pulg,1.800,2.800,1.000
28392,10590,vinilo tipo 1 vinilico blanco cuarto ico,14.448,16.500,2.052
29304,10590,vinilo tipo 1 vinilico blanco cuarto ico,14.448,16.500,2.052
30461,10590,vinilo tipo 1 vinilico blanco cuarto ico,14.448,16.500,2.052
22202,10590,vinilo tipo 1 vinilico blanco cuarto ico,13.674,16.500,2.826
21755,10590,vinilo tipo 1 vinilico blanco cuarto ico,13.674,16.500,2.826
21884,10590,vinilo tipo 1 vinilico blanco cuarto ico,13.674,16.500,2.826
19614,10590,vinilo tipo 1 vinilico blanco cuarto ico,13.674,16.500,2.826
20816,10590,vinilo tipo 1 vinilico blanco cuarto ico,27.348,33.000,5.652
21456,10590,vinilo tipo 1 vinilico blanco cuarto ico,13.674,16.500,2.826
21587,10590,vinilo tipo 1 vinilico blanco cuarto ico,13.674,16.500,2.826
20371,10590,vinilo tipo 1 vinilico blanco cuarto ico,13.674,16.500,2.826
20890,10592,cuchilla 2*60 ecoled,7.100,9.000,1.900
20655,10592,cuchilla 2*60 ecoled,7.100,9.000,1.900
21664,10592,cuchilla 2*60 ecoled,7.100,9.000,1.900
24776,10592,cuchilla 2*60 ecoled,7.100,9.000,1.900
24199,10592,cuchilla 2*60 ecoled,7.100,9.000,1.900
23716,10592,cuchilla 2*60 ecoled,7.100,9.000,1.900
23523,10592,cuchilla 2*60 ecoled,7.100,9.000,1.900
22696,10592,cuchilla 2*60 ecoled,7.100,9.000,1.900
29193,10592,cuchilla 2*60 ecoled,6.927,9.000,2.073
29920,10592,cuchilla 2*60 ecoled,6.927,9.000,2.073
30768,10592,cuchilla 2*60 ecoled,6.927,9.000,2.073
27439,10592,cuchilla 2*60 ecoled,6.927,9.000,2.073
27650,10592,cuchilla 2*60 ecoled,6.927,9.000,2.073
23081,10593,embudo pequeño,1.564,2.000,436
