No. Doc,Código,Detalle,Costo,Venta,Utilidad
25753,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
25838,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
25520,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
26666,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
26653,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
26782,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
26831,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
26500,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
26599,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
19486,1087,arbol entradra hidrostatica 101883 gerfor,16.333,24.000,7.667
20006,1087,arbol entradra hidrostatica 101883 gerfor,16.333,24.000,7.667
20791,1087,arbol entradra hidrostatica 101883 gerfor,16.333,24.000,7.667
20702,1087,arbol entradra hidrostatica 101883 gerfor,16.333,24.000,7.667
20475,1087,arbol entradra hidrostatica 101883 gerfor,16.333,24.000,7.667
20498,1087,arbol entradra hidrostatica 101883 gerfor,16.333,24.000,7.667
20742,1087,arbol entradra hidrostatica 101883 gerfor,16.333,24.000,7.667
19591,1087,arbol entradra hidrostatica 101883 gerfor,16.333,24.000,7.667
19641,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
19940,1087,arbol entradra hidrostatica 101883 gerfor,16.333,24.000,7.667
21276,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
20934,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
21311,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
21038,1087,arbol entradra hidrostatica 101883 gerfor,16.333,22.000,5.667
19341,10870,silicona tubo globy-unifer 280 gr,7.200,8.500,1.300
20039,10870,silicona tubo globy-unifer 280 gr,7.200,8.500,1.300
20307,10870,silicona tubo globy-unifer 280 gr,7.200,8.500,1.300
20117,10870,silicona tubo globy-unifer 280 gr,7.200,8.500,1.300
19955,10870,silicona tubo globy-unifer 280 gr,7.200,8.500,1.300
19715,10870,silicona tubo globy-unifer 280 gr,7.200,8.500,1.300
19838,10870,silicona tubo globy-unifer 280 gr,14.400,17.000,2.600
22794,10872,chapa bola alcoba madera oscura dubaitools,42.000,48.000,6.000
24501,10872,chapa bola alcoba madera oscura dubaitools,14.000,16.000,2.000
24820,10872,chapa bola alcoba madera oscura dubaitools,28.000,32.000,4.000
24287,10872,chapa bola alcoba madera oscura dubaitools,28.000,32.000,4.000
23210,10872,chapa bola alcoba madera oscura dubaitools,14.000,16.000,2.000
21871,10872,chapa bola alcoba madera oscura dubaitools,42.000,48.000,6.000
23596,10872,chapa bola alcoba madera oscura dubaitools,14.000,16.000,2.000
23626,10872,chapa bola alcoba madera oscura dubaitools,14.000,16.000,2.000
27189,10872,chapa bola alcoba madera oscura dubaitools,28.000,36.000,8.000
27257,10872,chapa bola alcoba madera oscura dubaitools,14.000,18.000,4.000
25565,10872,chapa bola alcoba madera oscura dubaitools,14.000,18.000,4.000
28583,10872,chapa bola alcoba madera oscura dubaitools,14.000,18.000,4.000
28098,10872,chapa bola alcoba madera oscura dubaitools,14.000,18.000,4.000
20551,10872,chapa bola alcoba madera oscura dubaitools,14.000,16.000,2.000
20551,10872,chapa bola alcoba madera oscura dubaitools,14.000,16.000,2.000
20964,10873,chapa bola alcoba metal negra dubaitools,11.250,16.000,4.750
19575,10877,estaño uduke 10g,1.899,2.500,601
21334,10877,estaño uduke 10g,1.899,2.500,601
20343,10877,estaño uduke 10g,1.899,2.500,601
23897,10877,estaño uduke 10g,1.899,2.500,601
29181,10877,estaño uduke 10g,1.899,2.500,601
28887,10878,cable alambre centelsa #12 negro *100mt,150.000,175.000,25.000
28846,10878,cable alambre centelsa #12 negro *100mt,12.000,16.000,4.000
28932,10878,cable alambre centelsa #12 negro *100mt,9.000,12.000,3.000
28110,10878,cable alambre centelsa #12 negro *100mt,60.000,80.000,20.000
27976,10878,cable alambre centelsa #12 negro *100mt,150.000,175.000,25.000
27998,10878,cable alambre centelsa #12 negro *100mt,60.000,80.000,20.000
29451,10878,cable alambre centelsa #12 negro *100mt,150.000,175.000,25.000
29316,10878,cable alambre centelsa #12 negro *100mt,150.000,175.000,25.000
29617,10878,cable alambre centelsa #12 negro *100mt,28.500,38.000,9.500
28552,10878,cable alambre centelsa #12 negro *100mt,7.500,10.000,2.500
28663,10878,cable alambre centelsa #12 negro *100mt,45.000,60.000,15.000
28424,10878,cable alambre centelsa #12 negro *100mt,6.000,8.000,2.000
20163,10878,cable alambre centelsa #12 *100mt negro,34.796,40.000,5.204
20090,10878,cable alambre centelsa #12 *100mt negro,12.178,14.000,1.822
21174,10878,cable alambre centelsa #12 *100mt negro,16.950,20.000,3.050
20828,10878,cable alambre centelsa #12 *100mt negro,13.560,16.000,2.440
20497,10878,cable alambre centelsa #12 *100mt negro,10.439,12.000,1.561
19748,10878,cable alambre centelsa #12 *100mt negro,22.617,26.000,3.383
25388,10878,cable alambre centelsa #12 *100mt negro,8.880,12.000,3.120
26483,10878,cable alambre centelsa #12 *100mt negro,148.000,168.000,20.000
26529,10878,cable alambre centelsa #12 *100mt negro,148.000,170.000,22.000
26208,10878,cable alambre centelsa #12 *100mt negro,45.880,62.000,16.120
25017,10878,cable alambre centelsa #12 *100mt negro,148.000,168.000,20.000
25145,10878,cable alambre centelsa #12 *100mt negro,37.000,50.000,13.000
25017,10878,cable alambre centelsa #12 *100mt negro,44.400,57.000,12.600
27602,10878,cable alambre centelsa #12 negro *100mt,6.000,8.000,2.000
27667,10878,cable alambre centelsa #12 negro *100mt,37.500,50.000,12.500
27461,10878,cable alambre centelsa #12 *100mt negro,6.000,8.000,2.000
27603,10878,cable alambre centelsa #12 negro *100mt,6.000,8.000,2.000
27192,10878,cable alambre centelsa #12 *100mt negro,148.000,170.000,22.000
27110,10878,cable alambre centelsa #12 *100mt negro,14.800,20.000,5.200
25748,10878,cable alambre centelsa #12 *100mt negro,74.000,100.000,26.000
26993,10878,cable alambre centelsa #12 *100mt negro,44.400,60.000,15.600
23515,10878,cable alambre centelsa #12 *100mt negro,6.780,8.000,1.220
24312,10878,cable alambre centelsa #12 *100mt negro,6.780,8.000,1.220
22841,10878,cable alambre centelsa #12 *100mt negro,13.560,16.000,2.440
24403,10878,cable alambre centelsa #12 *100mt negro,16.950,20.000,3.050
23131,10878,cable alambre centelsa #12 *100mt negro,25.425,30.000,4.575
29227,10879,cable alambre centelsa #14 rojo *100mt,18.975,22.500,3.525
30681,10879,cable alambre centelsa #14 rojo *100mt,126.500,136.000,9.500
29541,10879,cable alambre centelsa #14 rojo *100mt,126.500,135.000,8.500
29617,10879,cable alambre centelsa #14 rojo *100mt,29.095,34.500,5.405
26860,10879,cable alambre centelsa #14 rojo *100mt,36.990,45.000,8.010
25470,10879,cable alambre centelsa #14 rojo *100mt,123.299,135.000,11.701
25464,10879,cable alambre centelsa #14 rojo *100mt,9.864,12.000,2.136
27703,10879,cable alambre centelsa #14 rojo *100mt,31.625,37.500,5.875
22605,10879,cable alambre centelsa #14 rojo *100mt,12.330,14.000,1.670
26902,1088,registro ducha aquarius cromado 101727 gerfor,28.777,39.000,10.223
26942,1088,registro ducha aquarius cromado 101727 gerfor,28.777,38.000,9.223
25041,1088,registro ducha aquarius cromado 101727 gerfor,28.777,38.000,9.223
25336,1088,registro ducha aquarius cromado 101727 gerfor,28.777,38.000,9.223
25944,1088,registro ducha aquarius cromado 101727 gerfor,57.553,76.000,18.447
27362,1088,registro ducha aquarius cromado 101727 gerfor,28.777,38.000,9.223
23208,1088,registro ducha aquarius cromado 101727 gerfor,28.777,38.000,9.223
24075,1088,registro ducha aquarius cromado 101727 gerfor,28.777,39.000,10.223
21869,1088,registro ducha aquarius cromado 101727 gerfor,28.777,38.000,9.223
21868,1088,registro ducha aquarius cromado 101727 gerfor,28.777,38.000,9.223
22516,1088,registro ducha aquarius cromado 101727 gerfor,86.330,114.000,27.670
22572,1088,registro ducha aquarius cromado 101727 gerfor,28.777,38.000,9.223
23239,10880,cable alambre centelsa #12 azul *100mt,4.410,5.400,990
23691,10880,cable alambre centelsa #12 azul *100mt,36.750,50.000,13.250
23640,10880,cable alambre centelsa #12 azul *100mt,73.500,100.000,26.500
22767,10880,cable alambre centelsa #12 azul *100mt,73.500,100.000,26.500
29314,10880,cable alambre centelsa #12 azul *100mt,72.480,80.000,7.520
28888,10880,cable alambre centelsa #12 azul *100mt,147.000,185.000,38.000
28250,10880,cable alambre centelsa #12 azul *100mt,7.350,10.000,2.650
28189,10880,cable alambre centelsa #12 azul *100mt,1.470,2.000,530
28552,10880,cable alambre centelsa #12 azul *100mt,10.290,14.000,3.710
30794,10880,cable alambre centelsa #12 azul *100mt,37.400,40.000,2.600
29726,10880,cable alambre centelsa #12 azul *100mt,37.400,40.000,2.600
29733,10880,cable alambre centelsa #12 azul *100mt,93.500,100.000,6.501
20640,10880,cable alambre centelsa #12 azul *100mt,147.000,180.000,33.000
23553,10881,manila soga matiz lhaura 6mm *500mt carrete,2.486,3.600,1.114
23837,10881,manila soga matiz lhaura 6mm *500mt carrete,24.857,36.000,11.143
22310,10881,manila soga matiz lhaura 6mm *500mt carrete,6.214,9.000,2.786
22412,10881,manila soga matiz lhaura 6mm *500mt carrete,3.107,4.500,1.393
23428,10881,manila soga matiz lhaura 6mm *500mt carrete,6.214,9.000,2.786
21779,10881,manila soga matiz lhaura 6mm *500mt carrete,7.457,10.800,3.343
21984,10881,manila soga matiz lhaura 6mm *500mt carrete,2.486,3.600,1.114
24462,10881,manila soga matiz lhaura 6mm *500mt carrete,4.350,6.300,1.950
24281,10881,manila soga matiz lhaura 6mm *500mt carrete,7.457,10.800,3.343
24100,10881,manila soga matiz lhaura 6mm *500mt carrete,6.214,9.000,2.786
24342,10881,manila soga matiz lhaura 6mm *500mt carrete,6.214,9.000,2.786
24253,10881,manila soga matiz lhaura 6mm *500mt carrete,37.285,54.000,16.715
20521,10881,manila soga matiz lhaura 6mm *500mt carrete,3.107,4.500,1.393
20804,10881,manila soga matiz lhaura 6mm *500mt carrete,6.214,9.000,2.786
20754,10881,manila soga matiz lhaura 6mm *500mt carrete,3.107,4.500,1.393
19434,10881,manila soga matiz lhaura 6mm *500mt carrete,6.214,9.000,2.786
19422,10881,manila soga matiz lhaura 6mm *500mt carrete,2.486,3.600,1.114
19480,10881,manila soga matiz lhaura 6mm *500mt carrete,3.107,4.500,1.393
20288,10881,manila soga matiz lhaura 6mm *500mt carrete,6.214,9.000,2.786
20283,10881,manila soga matiz lhaura 6mm *500mt carrete,1.243,1.800,557
20124,10881,manila soga matiz lhaura 6mm *500mt carrete,24.857,36.000,11.143
21107,10881,manila soga matiz lhaura 6mm *500mt carrete,20.507,29.700,9.193
19732,10881,manila soga matiz lhaura 6mm *500mt carrete,24.857,36.000,11.143
19959,10881,manila soga matiz lhaura 6mm *500mt carrete,621,900,279
21480,10881,manila soga matiz lhaura 6mm *500mt carrete,8.700,12.600,3.900
21712,10881,manila soga matiz lhaura 6mm *500mt carrete,12.428,18.000,5.572
21392,10881,manila soga matiz lhaura 6mm *500mt carrete,1.864,2.700,836
28278,10881,manila soga matiz lhaura 6mm *500mt carrete,6.214,9.000,2.786
30292,10881,manila soga matiz lhaura 6mm *500mt carrete,9.321,13.500,4.179
30314,10881,manila soga matiz lhaura 6mm *500mt carrete,4.971,7.200,2.229
30297,10881,manila soga matiz lhaura 6mm *500mt carrete,2.486,3.600,1.114
30603,10881,manila soga matiz lhaura 6mm *500mt carrete,310.710,355.000,44.290
30260,10881,manila soga matiz lhaura 6mm *500mt carrete,3.729,5.400,1.671
30299,10881,manila soga matiz lhaura 6mm *500mt carrete,2.486,3.600,1.114
30550,10881,manila soga matiz lhaura 6mm *500mt carrete,6.214,9.000,2.786
29048,10881,manila soga matiz lhaura 6mm *500mt carrete,18.643,27.000,8.357
30883,10881,manila soga matiz lhaura 6mm *500mt carrete,9.321,13.500,4.179
30928,10881,manila soga matiz lhaura 6mm *500mt carrete,9.321,13.500,4.179
28654,10881,manila soga matiz lhaura 6mm *500mt carrete,2.486,3.600,1.114
28657,10881,manila soga matiz lhaura 6mm *500mt carrete,24.857,36.000,11.143
